      1      1   1106    6.2947      115 110  12 103   7 103      0.0000
  -211    0.007   -0.017     -0.3314  0.140 0.19E+04 -.42E+04 -.83E+05 0.90E+05
   111    0.219   -0.044      0.6977  0.135 0.26E+05 -.52E+04 0.84E+05 0.89E+05
  -211    0.046   -0.157     -0.2321  0.140 0.13E+05 -.45E+05 -.66E+05 0.90E+05
   111    0.027    0.042     -0.7788  0.135 0.30E+04 0.47E+04 -.88E+05 0.90E+05
   211   -0.090   -0.023     -0.8866  0.140 -.90E+04 -.22E+04 -.88E+05 0.90E+05
   111    0.437   -0.384     -0.0592  0.135 0.65E+05 -.57E+05 -.90E+04 0.90E+05
   211    0.100    0.087     -0.1576  0.140 0.36E+05 0.31E+05 -.57E+05 0.90E+05
   111    0.507   -0.129      1.6820  0.135 0.26E+05 -.66E+04 0.86E+05 0.90E+05
   211    0.069   -0.406     -0.1910  0.140 0.13E+05 -.77E+05 -.36E+05 0.90E+05
  -211   -0.095    0.254     -0.0333  0.140 -.28E+05 0.74E+05 -.98E+04 0.90E+05
   111   -0.170    0.327      0.2292  0.135 -.33E+05 0.65E+05 0.45E+05 0.90E+05
   211   -0.071   -0.340     -0.1009  0.140 -.16E+05 -.79E+05 -.23E+05 0.90E+05
  -211   -0.285   -0.410      0.3846  0.140 -.40E+05 -.57E+05 0.54E+05 0.90E+05
   211   -0.335   -0.010     -0.1836  0.140 -.74E+05 -.23E+04 -.41E+05 0.90E+05
  -211    0.076    0.275      0.2484  0.140 0.17E+05 0.61E+05 0.56E+05 0.90E+05
   211    0.007    0.235      0.0474  0.140 0.22E+04 0.76E+05 0.15E+05 0.90E+05
